ilan_no,site,yil,marka,model,km,yakit,vites,fiyat,kaynak,veri_tipi
1317074867,sahibinden.com,2016,BMW,3 Serisi,138800,Benzin,Otomatik,1565000,gercek,scrape_edilmis
1322408040,sahibinden.com,2005,Renault,Megane,272000,Benzin,Manuel,289750,gercek,scrape_edilmis
1322405458,sahibinden.com,2018,Renault,Megane,164000,Dizel,Otomatik,835000,gercek,scrape_edilmis
1322406445,sahibinden.com,2001,Opel,Corsa,269000,Benzin,Manuel,295000,gercek,scrape_edilmis
1317511112,sahibinden.com,2011,Volkswagen,Polo,220000,Dizel,Manuel,626000,gercek,scrape_edilmis
1322402388,sahibinden.com,2017,Volkswagen,Polo,105000,Dizel,Otomatik,1070000,gercek,scrape_edilmis
1322403889,sahibinden.com,2016,Renault,Clio,68732,Benzin,Manuel,760000,gercek,scrape_edilmis
1313387194,sahibinden.com,2011,Mini,John Cooper,153500,Benzin,Manuel,1125000,gercek,scrape_edilmis
1322358506,sahibinden.com,2015,Audi,A4,192000,Dizel,Otomatik,1175000,gercek,scrape_edilmis
1306493168,sahibinden.com,2012,Volkswagen,Golf,162000,Dizel,Otomatik,1170000,gercek,scrape_edilmis
1322377513,sahibinden.com,2012,Ford,Fiesta,213000,Dizel,Manuel,524000,gercek,scrape_edilmis
1322364146,sahibinden.com,2016,Mercedes-Benz,A Serisi,133450,Dizel,Otomatik,1575000,gercek,scrape_edilmis
1322396220,sahibinden.com,2016,Volvo,S60 1.5 T3,194500,Benzin,Otomatik,1279000,gercek,scrape_edilmis
1316385460,sahibinden.com,2025,Audi,A3,23000,Benzin,Otomatik,3550000,gercek,scrape_edilmis
1322400027,sahibinden.com,2017,Volkswagen,Jetta,119000,Benzin,Otomatik,1250000,gercek,scrape_edilmis
1322403849,sahibinden.com,1997,BMW,3 Serisi,430000,Benzin,Manuel,1050000,gercek,scrape_edilmis
1322402676,sahibinden.com,2004,Fiat,Punto,194000,Dizel,Manuel,329000,gercek,scrape_edilmis
1299878854,sahibinden.com,2014,Volkswagen,Golf,83500,Benzin,Otomatik,1450000,gercek,scrape_edilmis
1322403456,sahibinden.com,2009,Opel,Corsa,217000,Benzin,Manuel,460000,gercek,scrape_edilmis
1322401600,sahibinden.com,2014,Renault,Clio,276000,Dizel,Manuel,650000,gercek,scrape_edilmis
1322377484,sahibinden.com,2022,Renault,Clio,85000,Benzin,Otomatik,1100000,gercek,scrape_edilmis
1308965202,sahibinden.com,2000,Fiat,Marea,265000,Benzin,Manuel,190000,gercek,scrape_edilmis
1322253424,sahibinden.com,2014,BMW,3 Serisi,187000,Benzin,Otomatik,1520000,gercek,scrape_edilmis
1322398786,sahibinden.com,2016,Volkswagen,Passat,132000,Dizel,Otomatik,1665000,gercek,scrape_edilmis
1322399774,sahibinden.com,2006,Renault,Clio,196000,Benzin,Manuel,420000,gercek,scrape_edilmis
1314351514,sahibinden.com,2011,Opel,Astra,230000,Benzin,Otomatik,675000,gercek,scrape_edilmis
1307073464,sahibinden.com,2002,Skoda,Superb,280000,Benzin,Manuel,550000,gercek,scrape_edilmis
1322165268,sahibinden.com,2011,Toyota,Corolla,230000,Benzin,Manuel,880000,gercek,scrape_edilmis
1322397516,sahibinden.com,2007,Nissan,Note,349350,Benzin,Otomatik,450000,gercek,scrape_edilmis
1322397264,sahibinden.com,2006,Renault,Clio,265000,Dizel,Manuel,405000,gercek,scrape_edilmis
1322396242,sahibinden.com,2022,Volkswagen,Polo,158600,Benzin,Otomatik,1170000,gercek,scrape_edilmis
1318809654,sahibinden.com,2004,Opel,Corsa,284500,Dizel,Otomatik,335000,gercek,scrape_edilmis
1321450961,sahibinden.com,2014,Opel,Astra,250000,Dizel,Manuel,565000,gercek,scrape_edilmis
1319527045,sahibinden.com,2020,Renault,Megane,185000,Dizel,Otomatik,925000,gercek,scrape_edilmis
1322394970,sahibinden.com,1999,Opel,Vectra,196000,Benzin,Manuel,295000,gercek,scrape_edilmis
1729688231,letgo.com,2008,Renault,MEGANE,311000,Dizel,Otomatik,495000,gercek,scrape_edilmis
1728818130,letgo.com,2005,Ford,TRANSIT,240000,Dizel,Manuel,265000,gercek,scrape_edilmis
1728692018,letgo.com,2006,Fiat,ALBEA,377000,Benzin,Manuel,185000,gercek,scrape_edilmis
1729248641,letgo.com,2012,Renault,FLUENCE,250000,Dizel,Otomatik,499000,gercek,scrape_edilmis
1726451739,letgo.com,2022,Renault,MEGANE,115000,Benzin,Otomatik,1250000,gercek,scrape_edilmis
67427,otokoc.com,2023,Ford,TOURNEO COURIER,73121,Dizel,Manuel,1140000,gercek,scrape_edilmis
67428,otokoc.com,2016,Fiat,EGEA,95402,Dizel,Manuel,700000,gercek,scrape_edilmis
67426,otokoc.com,2015,Toyota,YARIS,140671,Benzin,Otomatik,990000,gercek,scrape_edilmis
65755,otokoc.com,2025,Fiat,DOBLO CARGO,12038,Dizel,Manuel,1230000,gercek,scrape_edilmis
64379,otokoc.com,2025,Volvo,XC90,15592,Benzin,Otomatik,7690000,gercek,scrape_edilmis
67425,otokoc.com,2019,Jeep,RENEGADE,87751,Dizel,Otomatik,1540000,gercek,scrape_edilmis
66296,otokoc.com,2023,Renault,MEGANE,66145,Benzin,Otomatik,1515000,gercek,scrape_edilmis
65174,otokoc.com,2022,Ford,TOURNEO COURIER,87049,Dizel,Manuel,955000,gercek,scrape_edilmis
65716,otokoc.com,2022,Fiat,EGEA,63843,Dizel,Otomatik,1235000,gercek,scrape_edilmis
65746,otokoc.com,2022,Toyota,COROLLA,117657,Benzin,Otomatik,1485000,gercek,scrape_edilmis
65709,otokoc.com,2022,Toyota,COROLLA,68238,Benzin,Otomatik,1505000,gercek,scrape_edilmis
66887,otokoc.com,2022,Toyota,COROLLA,62710,Benzin,Otomatik,1555000,gercek,scrape_edilmis
67372,otokoc.com,2016,Fiat,DOBLO CARGO,177920,Dizel,Manuel,665000,gercek,scrape_edilmis
63268,otokoc.com,2013,Ford,TRANSIT,258837,Dizel,Manuel,505000,gercek,scrape_edilmis
65114,otokoc.com,2022,Opel,COMBO,107001,Dizel,Manuel,745000,gercek,scrape_edilmis
64820,otokoc.com,2022,Ford,TOURNEO COURIER,106920,Dizel,Manuel,845000,gercek,scrape_edilmis
66403,otokoc.com,2012,Dacia,SANDERO,146343,Dizel,Manuel,535000,gercek,scrape_edilmis
61929,otokoc.com,2018,Dacia,DUSTER,134066,Benzin,Manuel,930000,gercek,scrape_edilmis
61574,otokoc.com,2024,Fiat,EGEA,75196,Dizel,Otomatik,1075000,gercek,scrape_edilmis
63513,otokoc.com,2020,Ford,FOCUS,138360,Dizel,Otomatik,1385000,gercek,scrape_edilmis
63089,otokoc.com,2025,Fiat,DUCATO,37316,Dizel,Manuel,1400000,gercek,scrape_edilmis
63366,otokoc.com,2024,Ford,TRANSIT COURIER,57773,Dizel,Manuel,875000,gercek,scrape_edilmis
64042,otokoc.com,2023,Ford,TRANSIT,95131,Dizel,Manuel,1150000,gercek,scrape_edilmis
64031,otokoc.com,2025,Nissan,QASHQAI,40456,Benzin,Otomatik,2580000,gercek,scrape_edilmis
63734,otokoc.com,2025,Fiat,DOBLO CARGO,25253,Benzin,Manuel,1030000,gercek,scrape_edilmis
63731,otokoc.com,2025,Fiat,DOBLO CARGO,22681,Benzin,Manuel,1010000,gercek,scrape_edilmis
64520,otokoc.com,2015,Fiat,DOBLO CARGO,192170,Dizel,Manuel,510000,gercek,scrape_edilmis
65047,otokoc.com,2014,Volvo,XC60,232295,Dizel,Otomatik,1485000,gercek,scrape_edilmis
64712,otokoc.com,2023,Ford,TRANSIT,113657,Dizel,Manuel,1095000,gercek,scrape_edilmis
65207,otokoc.com,2022,Volvo,XC60,102251,Dizel,Otomatik,4230000,gercek,scrape_edilmis
65487,otokoc.com,2024,Ford,KUGA,19845,Benzin,Otomatik,2550000,gercek,scrape_edilmis
67011,otokoc.com,2019,Citroen,C4 CACTUS,246441,Dizel,Otomatik,815000,gercek,scrape_edilmis
65718,otokoc.com,2022,Jeep,RENEGADE,58451,Benzin,Otomatik,1510000,gercek,scrape_edilmis
65704,otokoc.com,2024,Ford,FOCUS,57978,Dizel,Otomatik,1525000,gercek,scrape_edilmis
65707,otokoc.com,2024,Renault,MEGANE,65474,Benzin,Otomatik,1570000,gercek,scrape_edilmis
64141,otokoc.com,2025,Volvo,XC90,10962,Benzin,Otomatik,7570000,gercek,scrape_edilmis
65699,otokoc.com,2023,Ford,TOURNEO COURIER,75039,Dizel,Manuel,1065000,gercek,scrape_edilmis
64381,otokoc.com,2023,Alfa romeo,TONALE,27086,Dizel,Otomatik,2050000,gercek,scrape_edilmis
65688,otokoc.com,2024,Renault,MEGANE,90295,Benzin,Otomatik,1595000,gercek,scrape_edilmis
65745,otokoc.com,2022,Toyota,COROLLA,123395,Benzin,Otomatik,1415000,gercek,scrape_edilmis
67423,otokoc.com,2024,Hyundai,I10,22798,Benzin,Otomatik,1160000,gercek,scrape_edilmis
67422,otokoc.com,2023,Bmw,5 SERISI,69170,Benzin,Otomatik,3860000,gercek,scrape_edilmis
66567,otokoc.com,2020,Ford,ECOSPORT,78635,Benzin,Otomatik,1165000,gercek,scrape_edilmis
67100,otokoc.com,2023,Fiat,EGEA,100725,Benzin,Manuel,890000,gercek,scrape_edilmis
67307,otokoc.com,2024,Fiat,EGEA,68682,Dizel,Otomatik,1190000,gercek,scrape_edilmis
67251,otokoc.com,2023,Fiat,EGEA,75415,Dizel,Otomatik,1350000,gercek,scrape_edilmis
67420,otokoc.com,2022,Toyota,COROLLA,90115,Benzin,Otomatik,1530000,gercek,scrape_edilmis
67421,otokoc.com,2024,Renault,MEGANE,14775,Benzin,Otomatik,1610000,gercek,scrape_edilmis
67099,otokoc.com,2024,Fiat,EGEA,50386,Dizel,Manuel,1080000,gercek,scrape_edilmis
67245,otokoc.com,2024,Fiat,EGEA,51359,Dizel,Manuel,1075000,gercek,scrape_edilmis
67410,otokoc.com,2022,Ford,TOURNEO COURIER,116601,Dizel,Manuel,989000,gercek,scrape_edilmis
67415,otokoc.com,2022,Fiat,EGEA,92626,Dizel,Otomatik,1030000,gercek,scrape_edilmis
67404,otokoc.com,2022,Toyota,COROLLA,108537,Benzin,Otomatik,1470000,gercek,scrape_edilmis
67403,otokoc.com,2022,Toyota,COROLLA,91781,Benzin,Otomatik,1390000,gercek,scrape_edilmis
64306,otokoc.com,2024,Hyundai,BAYON,55119,Benzin,Otomatik,1435000,gercek,scrape_edilmis
64276,otokoc.com,2024,Fiat,EGEA,74971,Dizel,Otomatik,1195000,gercek,scrape_edilmis
67406,otokoc.com,2022,Fiat,EGEA,120301,Dizel,Otomatik,1049000,gercek,scrape_edilmis
63961,otokoc.com,2023,Fiat,EGEA,40609,Benzin,Otomatik,1520000,gercek,scrape_edilmis
67418,otokoc.com,2023,Ford,TOURNEO COURIER,123217,Dizel,Manuel,1079000,gercek,scrape_edilmis
67416,otokoc.com,2021,Jeep,RENEGADE,227871,Benzin,Otomatik,1259000,gercek,scrape_edilmis
67411,otokoc.com,2022,Toyota,COROLLA,60810,Benzin,Otomatik,1589000,gercek,scrape_edilmis
46536,otokoc.com,2024,Seat,ATECA,54878,Benzin,Otomatik,1899000,gercek,scrape_edilmis
67419,otokoc.com,2023,Ford,TOURNEO COURIER,71595,Dizel,Manuel,1100000,gercek,scrape_edilmis
67417,otokoc.com,2023,Toyota,COROLLA,91158,Benzin,Otomatik,1515000,gercek,scrape_edilmis
64744,otokoc.com,2023,Hyundai,I20,110137,Benzin,Otomatik,1125000,gercek,scrape_edilmis
67413,otokoc.com,2022,Toyota,COROLLA,101219,Benzin,Otomatik,1500000,gercek,scrape_edilmis
67412,otokoc.com,2022,Toyota,COROLLA,93531,Benzin,Otomatik,1435000,gercek,scrape_edilmis
67407,otokoc.com,2022,Ford,TOURNEO COURIER,147825,Dizel,Manuel,1029000,gercek,scrape_edilmis
67405,otokoc.com,2024,Renault,MEGANE,75149,Benzin,Otomatik,1480000,gercek,scrape_edilmis
66725,otokoc.com,2022,Fiat,DOBLO CARGO,125338,Dizel,Manuel,785000,gercek,scrape_edilmis
67414,otokoc.com,2022,Ford,TOURNEO COURIER,128120,Dizel,Manuel,1059000,gercek,scrape_edilmis
67408,otokoc.com,2021,Mini,COUNTRYMAN,31051,Dizel,Otomatik,2190000,gercek,scrape_edilmis
67409,otokoc.com,2024,Hyundai,TUCSON,10777,Benzin,Otomatik,2040000,gercek,scrape_edilmis
66671,otokoc.com,2022,Citroen,C3 AIRCROSS,70298,Benzin,Otomatik,1220000,gercek,scrape_edilmis
66669,otokoc.com,2022,Honda,CITY,38294,Benzin,Otomatik,1340000,gercek,scrape_edilmis
67401,otokoc.com,2015,Opel,CORSA,81194,Benzin,Otomatik,1130000,gercek,scrape_edilmis
66957,otokoc.com,2023,Ford,TOURNEO COURIER,77546,Dizel,Manuel,1115000,gercek,scrape_edilmis
67402,otokoc.com,2024,Renault,MEGANE,173726,Benzin,Otomatik,1445000,gercek,scrape_edilmis
67398,otokoc.com,2014,Volkswagen,PASSAT,95530,Dizel,Otomatik,1500000,gercek,scrape_edilmis
67399,otokoc.com,2019,Honda,CIVIC,67800,Benzin,Manuel,1240000,gercek,scrape_edilmis
60084,otokoc.com,2022,Nissan,QASHQAI,93568,Benzin,Otomatik,1825000,gercek,scrape_edilmis
64639,otokoc.com,2022,Renault,CLIO,182182,Benzin,Otomatik,960000,gercek,scrape_edilmis
62226,otokoc.com,2024,Volkswagen,T-ROC,25083,Benzin,Otomatik,1995000,gercek,scrape_edilmis
67171,otokoc.com,2024,Opel,CORSA,62011,Benzin,Otomatik,1190000,gercek,scrape_edilmis
62025,otokoc.com,2024,Hyundai,BAYON,46488,Benzin,Otomatik,1459000,gercek,scrape_edilmis
62008,otokoc.com,2025,Skoda,KAMIQ,22316,Benzin,Otomatik,1695000,gercek,scrape_edilmis
64138,otokoc.com,2024,Opel,CORSA,73006,Benzin,Otomatik,1235000,gercek,scrape_edilmis
66177,otokoc.com,2023,Fiat,DUCATO,36779,Dizel,Manuel,1099000,gercek,scrape_edilmis
66179,otokoc.com,2020,Renault,CLIO,75713,Benzin,Otomatik,1170000,gercek,scrape_edilmis
67397,otokoc.com,2025,Hyundai,I20,61000,Benzin,Otomatik,1280000,gercek,scrape_edilmis
67394,otokoc.com,2019,Volvo,XC40,104571,Benzin,Otomatik,2399000,gercek,scrape_edilmis
61134,otokoc.com,2021,Ford,FOCUS,108633,Dizel,Otomatik,1540000,gercek,scrape_edilmis
67395,otokoc.com,2023,Opel,COMBO,127960,Dizel,Otomatik,1085000,gercek,scrape_edilmis
67393,otokoc.com,2023,Fiat,EGEA,184647,Dizel,Manuel,755000,gercek,scrape_edilmis
67392,otokoc.com,2025,Volvo,XC90,25238,Hibrit,Otomatik,8955000,gercek,scrape_edilmis
66424,otokoc.com,2022,Toyota,COROLLA,133405,Benzin,Otomatik,1390000,gercek,scrape_edilmis
66657,otokoc.com,2025,Fiat,EGEA,43683,Dizel,Otomatik,1225000,gercek,scrape_edilmis
66038,otokoc.com,2024,Renault,CLIO,34523,Benzin,Otomatik,1310000,gercek,scrape_edilmis
66918,otokoc.com,2023,Toyota,COROLLA,67288,Benzin,Otomatik,1620000,gercek,scrape_edilmis
66809,otokoc.com,2024,Renault,CLIO,39890,Benzin,Otomatik,1305000,gercek,scrape_edilmis
66844,otokoc.com,2024,Mg,EHS,53038,Benzin,Otomatik,1695000,gercek,scrape_edilmis
63797,otokoc.com,2025,Skoda,SCALA,43851,Benzin,Otomatik,1520000,gercek,scrape_edilmis
66856,otokoc.com,2024,Opel,CORSA,74788,Benzin,Otomatik,1235000,gercek,scrape_edilmis
66927,otokoc.com,2024,Peugeot,3008,54749,Dizel,Otomatik,2090000,gercek,scrape_edilmis
66883,otokoc.com,2024,Fiat,EGEA,85705,Dizel,Otomatik,1155000,gercek,scrape_edilmis
66793,otokoc.com,2022,Renault,CLIO,16504,Benzin,Otomatik,1120000,gercek,scrape_edilmis
66989,otokoc.com,2023,Fiat,EGEA,118613,Benzin,Manuel,735000,gercek,scrape_edilmis
66880,otokoc.com,2024,Mg,EHS,25695,Benzin,Otomatik,1740000,gercek,scrape_edilmis
66014,otokoc.com,2023,Nissan,QASHQAI,96020,Benzin,Otomatik,1885000,gercek,scrape_edilmis
66767,otokoc.com,2012,Hyundai,ACCENT,230650,Dizel,Otomatik,675000,gercek,scrape_edilmis
65939,otokoc.com,2013,Honda,CIVIC,126147,Benzin,Otomatik,1050000,gercek,scrape_edilmis
66879,otokoc.com,2024,Toyota,COROLLA,54332,Benzin,Otomatik,1745000,gercek,scrape_edilmis
66444,otokoc.com,2024,Fiat,EGEA,77231,Dizel,Otomatik,1135000,gercek,scrape_edilmis
65902,otokoc.com,2022,Fiat,EGEA,124033,Dizel,Otomatik,1035000,gercek,scrape_edilmis
67254,otokoc.com,2024,Opel,CORSA,69148,Benzin,Otomatik,1240000,gercek,scrape_edilmis
67136,otokoc.com,2025,Ford,FOCUS,14652,Dizel,Otomatik,1860000,gercek,scrape_edilmis
67193,otokoc.com,2023,Renault,MEGANE,53466,Benzin,Otomatik,1560000,gercek,scrape_edilmis
67134,otokoc.com,2024,Opel,CROSSLAND,40951,Benzin,Otomatik,1265000,gercek,scrape_edilmis
67331,otokoc.com,2023,Peugeot,3008,74916,Dizel,Otomatik,1895000,gercek,scrape_edilmis
67329,otokoc.com,2023,Renault,CLIO,60211,Benzin,Otomatik,1230000,gercek,scrape_edilmis
66598,otokoc.com,2022,Toyota,COROLLA,79869,Benzin,Otomatik,1560000,gercek,scrape_edilmis
67252,otokoc.com,2022,Toyota,COROLLA,75906,Benzin,Otomatik,1535000,gercek,scrape_edilmis
67051,otokoc.com,2023,Ford,TOURNEO COURIER,76868,Dizel,Manuel,945000,gercek,scrape_edilmis
67271,otokoc.com,2023,Toyota,COROLLA,65685,Benzin,Otomatik,1650000,gercek,scrape_edilmis
66799,otokoc.com,2023,Toyota,COROLLA,75272,Benzin,Otomatik,1635000,gercek,scrape_edilmis
67241,otokoc.com,2023,Ford,TOURNEO COURIER,72013,Dizel,Manuel,1180000,gercek,scrape_edilmis
65463,otokoc.com,2023,Ford,TOURNEO COURIER,81310,Benzin,Manuel,830000,gercek,scrape_edilmis
66584,otokoc.com,2025,Renault,CLIO,41311,Benzin,Otomatik,1315000,gercek,scrape_edilmis
66285,otokoc.com,2023,Fiat,EGEA,60067,Benzin,Manuel,860000,gercek,scrape_edilmis
66141,otokoc.com,2024,Fiat,EGEA,70273,Dizel,Otomatik,1145000,gercek,scrape_edilmis
66507,otokoc.com,2025,Fiat,EGEA,44982,Dizel,Manuel,1160000,gercek,scrape_edilmis
65281,otokoc.com,2022,Fiat,EGEA,63791,Dizel,Otomatik,1050000,gercek,scrape_edilmis
66255,otokoc.com,2023,Ford,TOURNEO COURIER,107676,Dizel,Manuel,1120000,gercek,scrape_edilmis
64055,otokoc.com,2015,Peugeot,208,142306,Dizel,Manuel,670000,gercek,scrape_edilmis
66804,otokoc.com,2022,Renault,CLIO,73322,Benzin,Otomatik,1160000,gercek,scrape_edilmis
67385,otokoc.com,2021,Fiat,DUCATO,94613,Dizel,Manuel,920000,gercek,scrape_edilmis
67384,otokoc.com,2025,Ford,FOCUS,17350,Dizel,Otomatik,1895000,gercek,scrape_edilmis
67387,otokoc.com,2025,Ford,RANGER,7032,Dizel,Otomatik,2203000,gercek,scrape_edilmis
67386,otokoc.com,2025,Ford,RANGER,8125,Dizel,Otomatik,2210000,gercek,scrape_edilmis
66832,otokoc.com,2023,Ford,TOURNEO COURIER,101639,Benzin,Manuel,875000,gercek,scrape_edilmis
66416,otokoc.com,2016,Ford,FOCUS,165579,Dizel,Otomatik,1050000,gercek,scrape_edilmis
66409,otokoc.com,2022,Fiat,DOBLO CARGO,111428,Dizel,Manuel,625000,gercek,scrape_edilmis
67231,otokoc.com,2022,Renault,CLIO,63810,Benzin,Otomatik,1090000,gercek,scrape_edilmis
66365,otokoc.com,2022,Toyota,COROLLA,99801,Benzin,Otomatik,1530000,gercek,scrape_edilmis
61166,otokoc.com,2012,Ford,FIESTA,85723,Benzin,Manuel,745000,gercek,scrape_edilmis
67277,otokoc.com,2023,Ford,KUGA,82041,Benzin,Otomatik,1755000,gercek,scrape_edilmis
67217,otokoc.com,2024,Hyundai,I20,76628,Benzin,Otomatik,1260000,gercek,scrape_edilmis
67264,otokoc.com,2024,Fiat,EGEA,74665,Dizel,Otomatik,1160000,gercek,scrape_edilmis
66973,otokoc.com,2018,Citroen,C3 AIRCROSS,30369,Benzin,Otomatik,1140000,gercek,scrape_edilmis
67071,otokoc.com,2017,Hyundai,I20,172650,Benzin,Otomatik,980000,gercek,scrape_edilmis
67150,otokoc.com,2023,Toyota,PROACE CITY,70302,Dizel,Otomatik,1280000,gercek,scrape_edilmis
67336,otokoc.com,2024,Ford,KUGA,36483,Benzin,Otomatik,1960000,gercek,scrape_edilmis
67253,otokoc.com,2023,Fiat,EGEA,128264,Dizel,Manuel,925000,gercek,scrape_edilmis
65481,otokoc.com,2024,Ford,TRANSIT COURIER,33800,Dizel,Manuel,890000,gercek,scrape_edilmis
66412,otokoc.com,2025,Renault,CLIO,34142,Benzin,Otomatik,1325000,gercek,scrape_edilmis
66572,otokoc.com,2018,Volvo,S60,79625,Benzin,Otomatik,1680000,gercek,scrape_edilmis
67213,otokoc.com,2022,Ford,FOCUS,97200,Dizel,Otomatik,1480000,gercek,scrape_edilmis
66581,otokoc.com,2023,Renault,CLIO,75875,Benzin,Otomatik,1120000,gercek,scrape_edilmis
66173,otokoc.com,2021,Toyota,PROACE CITY,107987,Dizel,Manuel,680000,gercek,scrape_edilmis
66477,otokoc.com,2017,Peugeot,2008,65622,Dizel,Otomatik,1280000,gercek,scrape_edilmis
67377,otokoc.com,2025,Peugeot,408,72307,Benzin,Otomatik,1700000,gercek,scrape_edilmis
67376,otokoc.com,2022,Fiat,EGEA,41305,Dizel,Otomatik,1340000,gercek,scrape_edilmis
67378,otokoc.com,2022,Dacia,DUSTER,132523,Benzin,Otomatik,1140000,gercek,scrape_edilmis
67374,otokoc.com,2023,Fiat,EGEA,165474,Dizel,Manuel,885000,gercek,scrape_edilmis
67375,otokoc.com,2025,Ford,PUMA,13526,Benzin,Otomatik,1875000,gercek,scrape_edilmis
67018,otokoc.com,2014,Ford,FIESTA,24956,Benzin,Otomatik,965000,gercek,scrape_edilmis
67373,otokoc.com,2025,Opel,VIVARO,24417,Dizel,Manuel,1315000,gercek,scrape_edilmis
67290,otokoc.com,2021,Ford,PUMA,94892,Benzin,Otomatik,1285000,gercek,scrape_edilmis
66393,otokoc.com,2024,Renault,MEGANE,72393,Benzin,Otomatik,1620000,gercek,scrape_edilmis
65743,otokoc.com,2022,Toyota,COROLLA,62543,Benzin,Otomatik,1465000,gercek,scrape_edilmis
65367,otokoc.com,2023,Ford,TOURNEO COURIER,89003,Dizel,Manuel,1015000,gercek,scrape_edilmis
65272,otokoc.com,2024,Volkswagen,TIGUAN,75697,Benzin,Otomatik,2500000,gercek,scrape_edilmis
64990,otokoc.com,2021,Volvo,XC40,98028,Benzin,Otomatik,2560000,gercek,scrape_edilmis
65138,otokoc.com,2023,Ford,TOURNEO COURIER,176456,Dizel,Manuel,1030000,gercek,scrape_edilmis
65574,otokoc.com,2022,Jeep,RENEGADE,67294,Benzin,Otomatik,1525000,gercek,scrape_edilmis
65708,otokoc.com,2022,Toyota,COROLLA,131782,Benzin,Otomatik,1435000,gercek,scrape_edilmis
67362,otokoc.com,2022,Toyota,COROLLA,103582,Benzin,Otomatik,1445000,gercek,scrape_edilmis
67368,otokoc.com,2022,Toyota,COROLLA,59863,Benzin,Otomatik,1450000,gercek,scrape_edilmis
65384,otokoc.com,2024,Renault,CLIO,71230,Benzin,Otomatik,1115000,gercek,scrape_edilmis
67366,otokoc.com,2024,Opel,GRANDLAND,60370,Dizel,Otomatik,1940000,gercek,scrape_edilmis
67371,otokoc.com,2009,Hyundai,GETZ,139381,Benzin,Manuel,500000,gercek,scrape_edilmis
67363,otokoc.com,2024,Fiat,EGEA,77288,Dizel,Otomatik,1160000,gercek,scrape_edilmis
67370,otokoc.com,2022,Toyota,COROLLA,91477,Benzin,Otomatik,1540000,gercek,scrape_edilmis
65284,otokoc.com,2023,Audi,A3,49515,Benzin,Otomatik,2530000,gercek,scrape_edilmis
67369,otokoc.com,2022,Fiat,EGEA,122007,Dizel,Otomatik,1015000,gercek,scrape_edilmis
67364,otokoc.com,2023,Fiat,EGEA,46387,Benzin,Manuel,860000,gercek,scrape_edilmis
67361,otokoc.com,2022,Toyota,COROLLA,95987,Benzin,Otomatik,1455000,gercek,scrape_edilmis
65691,otokoc.com,2023,Renault,MEGANE,79183,Benzin,Otomatik,1510000,gercek,scrape_edilmis
67365,otokoc.com,2022,Toyota,COROLLA,132619,Benzin,Otomatik,1460000,gercek,scrape_edilmis
67367,otokoc.com,2022,Renault,CLIO,56856,Benzin,Otomatik,1175000,gercek,scrape_edilmis
67358,otokoc.com,2024,Fiat,EGEA,83532,Dizel,Otomatik,1170000,gercek,scrape_edilmis
67360,otokoc.com,2022,Ford,TOURNEO COURIER,138416,Dizel,Manuel,980000,gercek,scrape_edilmis
67359,otokoc.com,2022,Toyota,COROLLA,86558,Benzin,Otomatik,1535000,gercek,scrape_edilmis
67357,otokoc.com,2015,Ford,FIESTA,128669,Benzin,Otomatik,825000,gercek,scrape_edilmis
63943,otokoc.com,2022,Dacia,DUSTER,178662,Benzin,Manuel,1120000,gercek,scrape_edilmis
